物件ID,種別,物件名,販売価格,所在地,沿線・駅,間取り,土地面積（m2）,建物面積（m2）,坪単価（万円／坪）,URL,情報取得日,築年月（年数換算）,沿線,駅,徒歩,最小最大,追加年月日,削除年月日
b3c0d59b3b9f,土地,岐阜県岐阜市雲雀ケ丘,600.0,岐阜県岐阜市雲雀ケ丘,JR東海道本線/西岐阜駅 徒歩24分,,112.03,,17.7,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_56c473d31d893538a3fb41bc5002fdea/,2026-01-17,,JR東海道本線,西岐阜,24.0,,2026-01-11,
b3c5516624ff,建物,愛知県一宮市浅井町東浅井,650.0,愛知県一宮市浅井町東浅井,JR東海道本線/尾張一宮駅 徒歩4分 バス18分,4LDK,143.23,99.36,15.0,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_ba777b7b09d63d368477f1544a922441/,2026-01-17,0.0,JR東海道本線,尾張一宮,4.0,,2026-01-11,
b3c5f4f3cb91,土地,愛知県一宮市大和町苅安賀字火口上,290.0,愛知県一宮市大和町苅安賀字火口上,名鉄尾西線/苅安賀駅 徒歩7分,,143.47,,6.68,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_754905e377d73d5d83a23ecd82ef94d0/,2026-01-17,,名鉄尾西線,苅安賀,7.0,,2026-01-11,
b3ca7b7e2a4c,土地,岐阜県各務原市那加大東町,1130.0,岐阜県各務原市那加大東町,名鉄各務原線/各務原市役所前駅 徒歩10分,,197.98,,18.87,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_5f90420ae1373105ae0732ced0cbf328/,2026-01-17,,名鉄各務原線,各務原市役所前,10.0,,2026-01-11,
b3d2cb92d47f,土地,岐阜県各務原市鵜沼各務原町,1190.0,岐阜県各務原市鵜沼各務原町,JR高山本線/各務ケ原駅 徒歩7分,,161.85,,24.31,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_3aec5524994f3841aba2b286966ca64c/,2026-01-17,,JR高山本線,各務ケ原,7.0,,2026-01-11,
b3d47c3ef00a,建物,【現地販売会社のピュアフィールド】土日祝は内覧会開催中！ぜひご来場下さい♪,2290.0,愛知県一宮市両郷町３-4番9の一部,JR東海道本線「尾張一宮」徒歩33分,4LDK,107.61,89.1,,https://suumo.jp/ikkodate/aichi/sc_ichinomiya/nc_78708440/,2026-01-17,0.0,JR東海道本線,尾張一宮,33.0,,2026-01-11,
b3f324e29152,土地,建築条件なし！お好きなハウスメーカーで建築できます☆,1080.0,愛知県一宮市大和町氏永字北海道,名鉄名古屋本線「島氏永」徒歩13分,,133.88,,26.7,https://suumo.jp/tochi/aichi/sc_ichinomiya/nc_79025667/,2026-01-17,,名鉄名古屋本線,島氏永,13.0,,2026-01-11,
b3f593aa0dfe,建物,一宮市木曽川町門間　全1棟,2599.0,愛知県一宮市木曽川町門間字中大坪,名鉄名古屋本線「石刀」駅まで 徒歩 23分,4LDK,118.13,96.88,,https://sumaity.com/house_new/prop_9963948/,2026-01-17,0.0,名鉄名古屋本線,石刀,23.0,,2026-01-11,
b3f7d2342b9f,土地,愛知県一宮市冨田,1200.0,愛知県一宮市冨田,名鉄尾西線/萩原駅 徒歩50分,,267.76,,14.82,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_dd30f3e225283393bc3b3ff3553c53d1/,2026-01-17,,名鉄尾西線,萩原,50.0,,2026-01-11,
b3f824e31cb2,土地,前渡東町９（二十軒駅） 900万円,900.0,岐阜県各務原市前渡東町９,名鉄各務原線「二十軒」徒歩33分,,638.96,,4.7,https://suumo.jp/tochi/gifu/sc_kakamigahara/nc_95241294/,2026-01-17,,名鉄各務原線,二十軒,33.0,,2026-01-11,
b3f93dfbd838,建物,岐阜県各務原市尾崎南町２丁目,840.0,岐阜県各務原市尾崎南町２丁目,高山本線/那加駅 徒歩40分,7DK,243.73,170.89,11.39,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/detail_1c786b6fd86b30ffad027d0a04f577a7/,2026-01-17,50.83,高山本線,那加,40.0,,2026-01-11,
b3fd402873ab,土地,愛知県一宮市緑４丁目,2290.0,愛知県一宮市緑４丁目,東海道本線/尾張一宮駅 徒歩33分,,158.06,,47.89,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_65af663faeb530168f77a58622f8bd48/,2026-01-17,,東海道本線,尾張一宮,33.0,,2026-01-11,
b401411d7c8e,土地,愛知県一宮市木曽川町黒田十二ノ通り,1480.0,愛知県一宮市木曽川町黒田十二ノ通り,東海道本線/木曽川駅 徒歩14分,,323.16,,15.14,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_299eb3fff2993e8dbe0a4fbbae9a6eb7/,2026-01-17,,東海道本線,木曽川,14.0,,2026-01-11,
b40880442906,建物,岐阜県各務原市緑苑北３丁目,1350.0,岐阜県各務原市緑苑北３丁目,名鉄犬山線/新鵜沼駅 徒歩2分 バス10分,6LDK,227.39,171.31,19.63,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/detail_47e4a0998fb838768782bcf92ef6536b/,2026-01-17,30.33,名鉄犬山線,新鵜沼,2.0,,2026-01-11,
b40ce184b066,建物,岐阜県岐阜市六条南３丁目,3480.0,岐阜県岐阜市六条南３丁目,東海道本線/西岐阜駅,2SLDK,214.88,113.0,53.54,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_3c62cb5090c53047a28a0ca51f3da710/,2026-01-17,0.0,東海道本線,西岐阜,,,2026-01-11,
b4170a7ccf8d,土地,岐阜県岐阜市則武,1180.0,岐阜県岐阜市則武,東海道本線/岐阜駅 徒歩3分 バス15分,,198.33,,19.67,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_39dd00e0eb99321dad1e221a923addca/,2026-01-17,,東海道本線,岐阜,3.0,,2026-01-11,
b42cf10d9366,土地,岐阜県岐阜市六条南１丁目8-10,1698.0,岐阜県岐阜市六条南１丁目8-10,JR東海道本線/岐阜駅 徒歩1分 バス11分,,216.93,,25.88,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_f7be176fff673927b654d0e9d4dc27d8/,2026-01-17,,JR東海道本線,岐阜,1.0,,2026-01-11,
b430ac6246d1,建物,岐阜県各務原市那加前野町１丁目144-1他,2590.0,岐阜県各務原市那加前野町１丁目144-1他,名鉄各務原線/新那加駅 徒歩17分,4SLDK,212.01,98.82,40.38,https://myhome.nifty.com/shinchiku-ikkodate/gifu/kakamigaharashi_ct/detail_74a9828a6f2c31a19d6190a7fda887d6/,2026-01-17,0.0,名鉄各務原線,新那加,17.0,,2026-01-11,
b433fdcbe25a,土地,岐阜県岐阜市西改田字若宮,589.0,岐阜県岐阜市西改田字若宮,,,185.46,,10.5,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_9fb112e1da2f3f88843c245cf15510dd/,2026-01-17,,,,,,2026-01-11,
b43e5a738541,建物,岐阜県岐阜市日野南,2890.0,岐阜県岐阜市日野南,JR高山本線/長森駅 徒歩60分,4LDK+S,334.72,97.11,28.54,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_a8e8e4d9f14639e2b7ae6296e223a020/,2026-01-17,0.0,JR高山本線,長森,60.0,,2026-01-11,
b443378c881f,建物,◇室内完成・即見学可能◇簡単予約で即ご案内可能◇,2580.0,愛知県一宮市北方町北方字西辰已前,名鉄名古屋本線「木曽川堤」徒歩10分,4LDK,190.16,101.02,,https://suumo.jp/ikkodate/aichi/sc_ichinomiya/nc_78314820/,2026-01-17,0.0,名鉄名古屋本線,木曽川堤,10.0,最小,2026-01-11,
b454144c64e4,土地,愛知県一宮市瀬部字長塚,602.0,愛知県一宮市瀬部字長塚,名鉄名古屋本線/名鉄一宮駅 徒歩5分 バス24分,,331.98,,5.99,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_fcf242a390f63ebcacbe2c9b8549a4ab/,2026-01-17,,名鉄名古屋本線,名鉄一宮,5.0,,2026-01-11,
b459ddd75889,建物,◇約100坪の広い土地◇駐車多数可能◇南と北の両面道路,1380.0,岐阜県各務原市川島河田町,岐阜バス「松倉公民前」徒歩3分,5LDK,331.95,121.73,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78474606/,2026-01-17,36.07,岐阜バス,松倉公民前,3.0,,2026-01-11,
b469ffce9904,土地,岐阜県岐阜市加納村松町,3230.0,岐阜県岐阜市加納村松町,JR東海道本線/岐阜駅 徒歩12分,,154.18,,69.25,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_245bf873f39d39098a8ba303410b2337/,2026-01-17,,JR東海道本線,岐阜,12.0,,2026-01-11,
b4785a22f5a0,土地,岐阜県各務原市川島松倉町,110.0,岐阜県各務原市川島松倉町,,,121.0,,3.01,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_2066dcf7ac5f3ec28967892a34d02168/,2026-01-17,,,,,,2026-01-11,
b487b30acace,土地,岐阜県岐阜市梅河町３丁目,918.43,岐阜県岐阜市梅河町３丁目,名鉄名古屋本線/名鉄岐阜駅 徒歩22分,,104.72,,28.99,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_b91c0a508a2f3722847ae7b3cd4c28d6/,2026-01-11,,名鉄名古屋本線,名鉄岐阜,22.0,,2026-01-11,2026/01/14
b494d434f74d,建物,岐阜県岐阜市長良南陽町２丁目,2599.0,岐阜県岐阜市長良南陽町２丁目,東海道本線/岐阜駅 徒歩4分 バス19分,3SLDK,271.06,136.42,31.7,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_0ac28cc7794231d590e15709cbd01052/,2026-01-17,32.33,東海道本線,岐阜,4.0,,2026-01-11,
b497896c773a,建物,【ちょっと気になる…短時間見学OK！】見るだけ見学会♪うれしい特典あり,2190.0,愛知県一宮市西五城字飛石北,名鉄尾西線「二子」徒歩44分,4LDK+S,166.96,105.3,,https://suumo.jp/ikkodate/aichi/sc_ichinomiya/nc_79144081/,2026-01-17,0.0,名鉄尾西線,二子,44.0,最小,2026-01-11,
b499c8e9ff02,土地,岐阜県岐阜市西荘１丁目,2700.0,岐阜県岐阜市西荘１丁目,東海道本線/西岐阜駅 徒歩14分,,348.92,,25.58,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_d453b3668c3930dd823ccb5c60bb643e/,2026-01-17,,東海道本線,西岐阜,14.0,,2026-01-11,
b49b2a1d1ed4,建物,＼今日見学したい／などお気軽にご相談下さい。■LDK17帖、収納充実◆,2598.0,愛知県一宮市三条字郷内西19-1、13、14,名鉄尾西線「二子」徒歩28分,3LDK,121.55,100.24,,https://suumo.jp/ikkodate/aichi/sc_ichinomiya/nc_75730070/,2026-01-11,0.0,名鉄尾西線,二子,28.0,,2026-01-11,2026/01/14
b49c97b2d5ea,土地,愛知県一宮市寺前町,950.0,愛知県一宮市寺前町,名鉄尾西線/苅安賀駅 徒歩24分,,313.0,,10.03,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_e1b50fa59b1f35c98d7c2e7210370280/,2026-01-17,,名鉄尾西線,苅安賀,24.0,,2026-01-11,
b4a2259dbac2,土地,愛知県一宮市朝日,3820.0,愛知県一宮市朝日,JR東海道本線/尾張一宮駅 徒歩25分,,231.27,,54.6,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_bdc3b3fa9a59378b86f61b44875919bb/,2026-01-17,,JR東海道本線,尾張一宮,25.0,,2026-01-11,
b4af0129761c,土地,岐阜県羽島郡笠松町田代,600.0,岐阜県羽島郡笠松町田代,名鉄竹鼻・羽島線/西笠松駅 徒歩16分,,202.2,,9.81,https://myhome.nifty.com/tochi/gifu/hashimagunkasamatsucho_ct/detail_d35ade2480e734b3b5a3cf03c6faeb77/,2026-01-17,,名鉄竹鼻・羽島線,西笠松,16.0,,2026-01-11,
b4afea4b6099,建物,岐阜県岐阜市福光南町,5500.0,岐阜県岐阜市福光南町,,6SLDK,241.0,356.32,75.44,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_32b6640a77033b44baf13e3719dee63d/,2026-01-17,39.17,,,,,2026-01-11,
b4b983b550ec,建物,５LDK２階建　４LDK平屋　敷地広々！！,2480.0,岐阜県羽島市正木町新井1262,名鉄竹鼻線「不破一色」徒歩34分~35分,5LDK,213.09,98.34,,https://suumo.jp/ikkodate/gifu/sc_hashima/nc_78808932/,2026-01-17,0.0,名鉄竹鼻線,不破一色,34.0,最大,2026-01-11,
b4c15f5e4888,土地,岐阜県岐阜市粟野西５丁目,840.0,岐阜県岐阜市粟野西５丁目,東海道本線/岐阜駅 徒歩14分 バス28分,,224.05,,12.39,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_d0f3c86ce71a3307a5d85c8c36875012/,2026-01-14,,東海道本線,岐阜,14.0,,2026-01-11,2026/01/17
b4c4b0d1c6d3,土地,岐阜県岐阜市北島５丁目,1683.0,岐阜県岐阜市北島５丁目,,,352.0,,15.81,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_ac45194dae3233c0a808bfac88cf3b1f/,2026-01-17,,,,,,2026-01-11,
b4c64e6ad460,建物,岐阜県瑞穂市犀川,2490.0,岐阜県瑞穂市犀川,JR東海道本線/穂積駅 徒歩3分 バス19分,4LDK,233.0,103.92,35.33,https://myhome.nifty.com/shinchiku-ikkodate/gifu/mizuhoshi_ct/detail_f523d1669a533b4c9ef0fcb02cce9bff/,2026-01-17,0.0,JR東海道本線,穂積,3.0,,2026-01-11,
b4c95c4f17e6,土地,【積水ハウス】30分～価格・プラン相談受付中/名鉄名古屋本線「岐南」駅まで徒,1550.0,岐阜県羽島郡岐南町徳田２-239-1他,名鉄名古屋本線「岐南」徒歩7分~8分,,152.65,,33.57,https://suumo.jp/tochi/gifu/sc_hashimagun/nc_77708204/,2026-01-17,0.0,名鉄名古屋本線,岐南,7.0,最大,2026-01-11,
b4d51773af5a,建物,岐阜市旦島　A棟　全3棟　新築戸建,3450.0,岐阜県岐阜市旦島５丁目,JR東海道本線「岐阜」駅まで 5.6km,4LDK,231.19,122.55,,https://sumaity.com/house_new/prop_9631284/,2026-01-17,0.0,JR東海道本線,岐阜,,,2026-01-11,
b4daa163d59f,土地,愛知県一宮市小信中島,1150.0,愛知県一宮市小信中島,名鉄尾西線/奥町駅 徒歩20分,,212.88,,17.86,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_f704d63175e3314396c6eda7f298abe9/,2026-01-17,,名鉄尾西線,奥町,20.0,,2026-01-11,
b4df69b4733d,建物,木曽川町里小牧字本茅場,3380.0,愛知県一宮市木曽川町里小牧字本茅場,名鉄名古屋本線 黒田駅まで 徒歩22分 / 名鉄名古屋本線 木曽川堤駅まで 徒歩23分,5SLDK,264.0,132.98,,https://sumaity.com/house/used/aichi_prop/prop_18859989/,2026-01-17,6.05,名鉄名古屋本線,黒田,22.0,,2026-01-11,
b4e01372dfbc,土地,岐阜県岐阜市中鶉７丁目,1240.0,岐阜県岐阜市中鶉７丁目,,,175.79,,23.32,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_2fc72c1cc76633a0a4fd5ca2bfd3f1e6/,2026-01-17,,,,,,2026-01-11,
b4ea2ad3fa8a,建物,岐阜県岐阜市六条大溝２丁目,3680.0,岐阜県岐阜市六条大溝２丁目,東海道本線/西岐阜駅 徒歩37分,4LDK,190.82,121.72,63.75,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_ee38b952229c3423ad0e8dad792342fd/,2026-01-17,0.0,東海道本線,西岐阜,37.0,,2026-01-11,
b4ed70cf6cdc,土地,杉山字郷内 1130万円～1280万円,1280.0,愛知県一宮市杉山字郷内,名鉄バス光明寺線「杉山」徒歩4分,,240.83,,17.57,https://suumo.jp/tochi/aichi/sc_ichinomiya/nc_76413684/,2026-01-17,,名鉄バス光明寺線,杉山,4.0,最大,2026-01-11,
b4ee58ecd4e0,土地,伝法寺１ 1840万円,1840.0,愛知県一宮市伝法寺１,名鉄名古屋本線「名鉄一宮」バス27分停歩17分,,203.87,,29.9,https://suumo.jp/tochi/aichi/sc_ichinomiya/nc_78560816/,2026-01-17,,名鉄名古屋本線,名鉄一宮,,,2026-01-11,
b4eebe898dc0,土地,岐阜県各務原市蘇原村雨町２丁目,1694.0,岐阜県各務原市蘇原村雨町２丁目,名鉄各務原線/六軒駅 徒歩10分,,229.5,,24.4,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_274aee6002ad358abc51d892fac34418/,2026-01-17,,名鉄各務原線,六軒,10.0,,2026-01-11,
b4f4b1b42bab,建物,一宮市今伊勢町本神戸第六　4号棟　全4棟,3180.0,愛知県一宮市今伊勢町本神戸字筋替,JR東海道本線「尾張一宮」駅まで バス 10分 バス停「宮山」まで 徒歩 3分,4LDK,152.48,106.0,,https://sumaity.com/house_new/prop_9936112/,2026-01-17,0.0,JR東海道本線,尾張一宮,,,2026-01-11,
b4f9d531cca4,土地,岐阜県岐阜市加納南陽町,2600.0,岐阜県岐阜市加納南陽町,JR東海道本線/岐阜駅 徒歩19分,,278.02,,30.92,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_adea6d449d3b34f8a82fa82c5928d166/,2026-01-17,,JR東海道本線,岐阜,19.0,,2026-01-11,
b4fa62bfc1c2,建物,【ちょっと気になる…短時間見学OK】見るだけ見学会♪うれしい特典あり,2290.0,愛知県一宮市馬見塚字郷前,JR東海道本線「尾張一宮」バス11分停歩13分,3LDK,98.49,84.45,,https://suumo.jp/ikkodate/aichi/sc_ichinomiya/nc_78757215/,2026-01-17,0.0,JR東海道本線,尾張一宮,,最大,2026-01-11,
b4fd59c756d1,土地,岐阜県岐阜市上芥見,870.0,岐阜県岐阜市上芥見,名鉄各務原線/市民公園前駅 徒歩91分,,281.83,,10.2,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_66544a3f16903795a755140c2d8c2859/,2026-01-17,,名鉄各務原線,市民公園前,91.0,,2026-01-11,
b518cd63fbcf,建物,岐阜県岐阜市大洞緑山１丁目,490.0,岐阜県岐阜市大洞緑山１丁目,,6DK,245.3,74.08,6.6,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_6b8154b6b0af3335b6425501b25147ff/,2026-01-17,0.0,,,,,2026-01-11,
b520be55a928,土地,岐阜県岐阜市松山町,675.0,岐阜県岐阜市松山町,名鉄名古屋本線/名鉄岐阜駅 徒歩3分 バス12分,,300.69,,7.42,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_33d8152013603d309570b8da625cfd4e/,2026-01-17,,名鉄名古屋本線,名鉄岐阜,3.0,,2026-01-11,
b52baea9672b,建物,岐阜県岐阜市茜部新所,3630.0,岐阜県岐阜市茜部新所,名鉄名古屋本線/笠松駅 徒歩20分,5LDK,173.73,130.84,69.07,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_4cc21ffc58d83581b9bd621ddecd6c11/,2026-01-14,0.0,名鉄名古屋本線,笠松,20.0,,2026-01-11,2026/01/17
b54a769864d7,土地,愛知県一宮市千秋町芝原,1790.0,愛知県一宮市千秋町芝原,名鉄犬山線/石仏駅 徒歩11分,,311.92,,18.97,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_90e446851f15311e9de901f25364362e/,2026-01-17,,名鉄犬山線,石仏,11.0,,2026-01-11,
b5553656163b,土地,岐阜県岐阜市西改田上の町,1000.0,岐阜県岐阜市西改田上の町,東海道本線/岐阜駅 徒歩7分 バス42分,,363.63,,9.09,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_d52467955f60314cb8fa530efdaad5c2/,2026-01-17,,東海道本線,岐阜,7.0,,2026-01-11,
b555b1cab4c6,建物,敷島町８（西岐阜駅） 3280万円,3280.0,岐阜県岐阜市敷島町８-37,JR東海道本線「西岐阜」徒歩15分,4LDK,184.52,111.79,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78784745/,2026-01-17,0.0,JR東海道本線,西岐阜,15.0,,2026-01-11,
b55f2bd8f367,建物,愛知県一宮市伝法寺,3290.0,愛知県一宮市伝法寺,JR東海道本線/稲沢駅 徒歩29分,4LDK,186.86,100.85,58.2,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_6f7ff752b2063e909a971b1a4f90ae8f/,2026-01-17,0.0,JR東海道本線,稲沢,29.0,,2026-01-11,
b5627415df50,土地,岐阜県岐阜市西野町9丁目,2688.0,岐阜県岐阜市西野町9丁目,JR東海道本線/岐阜駅 徒歩2分 バス11分,,253.95,,34.99,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_b06e0b8483373316942c8570cf48d097/,2026-01-17,,JR東海道本線,岐阜,2.0,,2026-01-11,
b56443c3fcab,土地,愛知県一宮市冨田字立石,850.0,愛知県一宮市冨田字立石,,,193.66,,14.51,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_2e51703701e936cc85d756f1f20f710c/,2026-01-17,,,,,,2026-01-11,
b565b7b1bf96,建物,◆西成中学校徒歩５分！◆西成小学校徒歩３分！◆お気軽にお問い合わせください,660.0,愛知県一宮市時之島字八竜,名鉄犬山線「布袋」徒歩47分,6DK,132.31,94.36,,https://suumo.jp/chukoikkodate/aichi/sc_ichinomiya/nc_79164063/,2026-01-17,49.99,名鉄犬山線,布袋,47.0,,2026-01-11,
b56854d90cd5,土地,岐阜県羽島郡笠松町北及,3550.0,岐阜県羽島郡笠松町北及,名鉄竹鼻・羽島線/柳津駅 徒歩31分,,1307.0,,8.98,https://myhome.nifty.com/tochi/gifu/hashimagunkasamatsucho_ct/detail_f2bb3d8894643865b8a4b2085e4f2a42/,2026-01-17,,名鉄竹鼻・羽島線,柳津,31.0,,2026-01-11,
b56bb525d957,土地,岐阜県瑞穂市穂積,980.0,岐阜県瑞穂市穂積,東海道本線/穂積駅 徒歩16分,,209.0,,15.5,https://myhome.nifty.com/tochi/gifu/mizuhoshi_ct/detail_01c922087aee30e8bdc835ca09493cb5/,2026-01-17,,東海道本線,穂積,16.0,,2026-01-11,
b56cbaf6a401,建物,岐阜県羽島郡岐南町平島２丁目,3480.0,岐阜県羽島郡岐南町平島２丁目,名鉄各務原線/高田橋駅,3LDK,233.16,87.77,49.34,https://myhome.nifty.com/shinchiku-ikkodate/gifu/hashimagunginancho_ct/detail_8bad239f08fc32a5a47bf069e325bf71/,2026-01-11,0.0,名鉄各務原線,高田橋,,,2026-01-11,2026/01/14
b575abac85e7,土地,【積水ハウス】30分～価格・プラン相談受付中/ 忠節バス停まで徒歩2分,1900.0,岐阜県岐阜市早田大通２-２１番１他,JR東海道本線「岐阜」車3.5km,,191.37,,32.82,https://suumo.jp/tochi/gifu/sc_gifu/nc_74398711/,2026-01-17,0.0,JR東海道本線,岐阜,,最小,2026-01-11,
b5766bb7955a,建物,愛知県一宮市今伊勢町宮後字郷中,3750.0,愛知県一宮市今伊勢町宮後字郷中,名鉄名古屋本線/今伊勢駅 徒歩8分,5LDK,120.09,124.64,103.23,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_7060d4c2f8f43b4cab6392e03174b04f/,2026-01-17,1.42,名鉄名古屋本線,今伊勢,8.0,,2026-01-11,
b57921f019d4,建物,愛知県一宮市三条,2690.0,愛知県一宮市三条,名鉄尾西線/開明駅 徒歩27分,4LDK,126.31,109.31,70.4,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_107a20a1bc1d3028aac7b9b63865f3a6/,2026-01-11,0.0,名鉄尾西線,開明,27.0,,2026-01-11,2026/01/14
b5797b94a4de,土地,岐阜県各務原市鵜沼朝日町,1600.0,岐阜県各務原市鵜沼朝日町,名鉄各務原線/名電各務原駅 徒歩25分,,216.21,,24.46,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_631796b8f2e037b8a178bebe090f5cf1/,2026-01-17,,名鉄各務原線,名電各務原,25.0,,2026-01-11,
b57fc6e6cf19,建物,３台駐車可能＆敷地５９坪超。月６万円台～【弊社独自の特典あり！】,2490.0,岐阜県各務原市那加土山町２,名鉄各務原線「新加納」徒歩27分,4LDK,161.35,97.59,,https://suumo.jp/ikkodate/gifu/sc_kakamigahara/nc_79137264/,2026-01-17,0.0,名鉄各務原線,新加納,27.0,最小,2026-01-11,
b5805624a806,建物,岐阜県岐阜市中鶉７丁目,3590.0,岐阜県岐阜市中鶉７丁目,,3LDK,186.14,100.19,63.76,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_abd1d3af08fb34d7a404a8ae11eb9f19/,2026-01-17,0.0,,,,,2026-01-11,
b58b9b648494,土地,愛知県一宮市千秋町浅野羽根字石川,2922.0,愛知県一宮市千秋町浅野羽根字石川,東海道本線/尾張一宮駅 徒歩7分 バス14分,,1380.0,,7.0,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_db37fc78aa353594b0332ac6d6b7ff03/,2026-01-17,,東海道本線,尾張一宮,7.0,,2026-01-11,
b58f3862a699,土地,別明町３ 990万円,990.0,愛知県一宮市別明町３,名鉄名古屋本線「名鉄一宮」バス13分停歩3分,,116.78,,28.1,https://suumo.jp/tochi/aichi/sc_ichinomiya/nc_76697164/,2026-01-17,,名鉄名古屋本線,名鉄一宮,,,2026-01-11,
b59cc01637b6,建物,岐阜県岐阜市日野南３丁目,2890.0,岐阜県岐阜市日野南３丁目,,4LDK,344.72,97.11,27.71,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_b4c44426782b36fcb3067ee517da86b3/,2026-01-17,0.0,,,,,2026-01-11,
b5a02e162e88,土地,岐阜県岐阜市萱場北町３丁目,866.0,岐阜県岐阜市萱場北町３丁目,,,143.06,,20.01,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_015488039cba33ffbffe5885b962cd65/,2026-01-11,,,,,,2026-01-11,2026/01/14
b5a2271d68e7,建物,新築戸建 大赤見　全3棟,2779.0,愛知県一宮市大赤見字神明東,名鉄名古屋本線「名鉄一宮」駅まで 3.4km,4LDK,229.92,105.17,,https://sumaity.com/house_new/prop_10083699/,2026-01-17,0.0,名鉄名古屋本線,名鉄一宮,43.0,,2026-01-11,
b5b3b1c57afb,土地,岐阜県各務原市上中屋町２丁目,950.0,岐阜県各務原市上中屋町２丁目,名鉄各務原線/各務原市役所前駅 徒歩2分 バス22分,,287.57,,10.92,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_0c8133a6854039d59586cb71c57c2c7c/,2026-01-17,,名鉄各務原線,各務原市役所前,2.0,,2026-01-11,
b5b8c5d16407,建物,愛知県一宮市木曽川町黒田,3999.0,愛知県一宮市木曽川町黒田,JR東海道本線/木曽川駅 徒歩7分,5LDK,131.28,105.57,100.7,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_df0144bbe0143b62a847c0faeebc7099/,2026-01-17,0.0,JR東海道本線,木曽川,7.0,,2026-01-11,
b5da75d3bfaa,建物,岐阜県岐阜市長良福光,760.0,岐阜県岐阜市長良福光,,2K,66.15,88.93,37.98,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_16c016d8320a3ffba3cba73e7947bbf8/,2026-01-17,50.17,,,,,2026-01-11,
b5dd2be1e2f2,土地,愛知県一宮市玉野字冨士裏,380.0,愛知県一宮市玉野字冨士裏,名鉄尾西線/玉野駅 徒歩6分,,135.78,,9.25,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_62873da0389030e0b320b95e0bf2cf89/,2026-01-17,,名鉄尾西線,玉野,6.0,,2026-01-11,
