エリア,物件名,価格,所在地,沿線・駅,土地面積,建物面積,間取り,築年月,URL,情報取得日
岐阜県岐阜市,岐阜県各務原市蘇原新栄町３丁目,980万円,岐阜県各務原市蘇原新栄町３丁目,JR高山本線/蘇原駅 徒歩8分,200.94m2,134.15m2,6DK,49年9ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/detail_bc28c571bcfd3e2e902bad6e5f0cc8ca/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市白菊町２丁目,"1,385万円",岐阜県岐阜市白菊町２丁目,,269.31m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_bc45ff1d244a3fb9925647732b9d603a/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市東鶉３丁目,"6,500万円",岐阜県岐阜市東鶉３丁目,東海道本線/岐阜駅 徒歩4分 バス16分,824.0m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_bc57c4de6a9038b890c59149b2f90c1c/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市長良南陽町,,岐阜県岐阜市長良南陽町,名鉄名古屋本線/名鉄岐阜駅 徒歩58分,100.17m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_bc686d1aaffa3910a67847d9927fb46d/,2026-02-01
岐阜県岐阜市,岐阜県瑞穂市穂積,490万円,岐阜県瑞穂市穂積,ＪＲ東海道本線/穂積駅 徒歩20分,357.65m2,,,,https://myhome.nifty.com/tochi/gifu/mizuhoshi_ct/detail_bcaf068c250e3589908c20052d403663/,2026-02-01
岐阜県岐阜市,岐阜県羽島市正木町新井,810万円,岐阜県羽島市正木町新井,名鉄竹鼻・羽島線/不破一色駅 徒歩29分,279.7m2,,,,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_bcba4c90dbe23a5f99a69369d122962d/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市宇佐南２丁目,"1,983万円",岐阜県岐阜市宇佐南２丁目,東海道本線/西岐阜駅 徒歩25分,298.0m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_bcfae9ae78fb30a788e9e0e31afb5e78/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市領下,600万円,岐阜県岐阜市領下,名鉄各務原線/細畑駅 徒歩11分,348.13m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_bd1683d0196438e49da4adfd772acfcd/,2026-02-01
岐阜県岐阜市,岐阜県羽島市竹鼻町飯柄,750万円,岐阜県羽島市竹鼻町飯柄,名鉄竹鼻・羽島線/江吉良駅 徒歩19分,205.13m2,,,,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_bd21816c2f523c3ab3343b922badb1ff/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市村里町,1380万円,岐阜県岐阜市村里町,名鉄名古屋本線/岐南駅 徒歩7分,179.53m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_bd2c5ffefe0937f7bd3a97ee6a5f2fb7/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市折立,"2,700万円",岐阜県岐阜市折立,東海道本線/岐阜駅 徒歩78分,1068.7m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_bd435e365e8a37b5b240d29ab4742d9f/,2026-02-01
岐阜県岐阜市,岐阜県各務原市那加琴が丘町１丁目,800万円,岐阜県各務原市那加琴が丘町１丁目,名鉄各務原線/新加納駅 徒歩3分 バス10分,177.83m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_bd6d0046bf5d33ccbf582c9e832c542c/,2026-02-01
岐阜県岐阜市,岐阜県羽島郡岐南町徳田西,3895万円,岐阜県羽島郡岐南町徳田西,名鉄名古屋本線/笠松駅 徒歩11分,182.03m2,122.55m2,3LDK,-,https://myhome.nifty.com/shinchiku-ikkodate/gifu/hashimagunginancho_ct/detail_bd7371ab45e9311e891d6d63faf58f4a/,2026-02-01
岐阜県岐阜市,岐阜県羽島市正木町不破一色,880万円,岐阜県羽島市正木町不破一色,名鉄竹鼻線/不破一色駅 徒歩8分,594.0m2,,,,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_bd7ad8f72fb936419e08db2294a04ee7/,2026-02-01
岐阜県岐阜市,岐阜県各務原市鵜沼東町３丁目,"1,890万円",岐阜県各務原市鵜沼東町３丁目,高山本線/鵜沼駅 徒歩10分,159.14m2,135.15m2,5SLDK,25年6ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/detail_bd8c6c36ccf131e5a231b572f7019eb9/,2026-02-01
岐阜県岐阜市,岐阜県各務原市鵜沼大伊木町４丁目,550万円,岐阜県各務原市鵜沼大伊木町４丁目,名鉄各務原線/名電各務原駅 徒歩31分,208.36m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_bd9047b036433ba4954d2cf1e134213c/,2026-02-01
岐阜県岐阜市,岐阜県各務原市川島渡町,"1,000万円",岐阜県各務原市川島渡町,,644.0m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_bd9a8ddd1d6d3e77a3399987816edf6c/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市柳津町南塚５丁目,430万円,岐阜県岐阜市柳津町南塚５丁目,名鉄竹鼻・羽島線/柳津駅 徒歩7分,152.0m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_bdaf4bde344b3b6f98908082d59b0e3e/,2026-02-01
岐阜県岐阜市,岐阜県各務原市三井町３丁目,800万円,岐阜県各務原市三井町３丁目,名鉄各務原線/新那加駅 徒歩15分,228.0m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_bdb9ce51efe9331c9ae8fbcebe834e65/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市則武東４丁目,527.52万円,岐阜県岐阜市則武東４丁目,,109.0m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_bdbda6f2992530929c28b29406deee7e/,2026-02-01
岐阜県岐阜市,岐阜県各務原市成清町６丁目,980万円,岐阜県各務原市成清町６丁目,名鉄各務原線/新加納駅 徒歩24分,233.79m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_bdc24f55de0b332385aca942f79623ef/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市岩田坂２丁目,480万円,岐阜県岐阜市岩田坂２丁目,,169.35m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_bdd4ebe69065386fb398890f6ce90b5b/,2026-02-01
岐阜県岐阜市,岐阜県羽島市上中町長間字村内837,"1,990万円",岐阜県羽島市上中町長間字村内837,名鉄竹鼻線/江吉良駅 徒歩22分,215.61m2,96.78m2,4SLDK,2ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/gifu/hashimashi_ct/detail_bde2e5df55b93835b7cc4564bea0b49d/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市学園町,4480万円,岐阜県岐阜市学園町,名鉄名古屋本線/名鉄岐阜駅 徒歩6分 バス17分,636.09m2,297.16m2,4LDK+S（納戸）,34年,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_bded9196dab13623a7352fce3a3e1ab6/,2026-02-01
岐阜県岐阜市,岐阜県各務原市那加緑町５丁目,"1,772.6万円",岐阜県各務原市那加緑町５丁目,名鉄各務原線/高田橋駅 徒歩19分,586.0m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_b7e38b1a584632038362c95a360f437d/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市六条南１丁目,"1,598万円",岐阜県岐阜市六条南１丁目,東海道本線/岐阜駅 徒歩29分,189.9m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_b7e74943538e3c7aa32bf0268310790c/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市萱場町１丁目,"2,680万円",岐阜県岐阜市萱場町１丁目,東海道本線/岐阜駅 徒歩6分 バス21分,655.27m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_b7eda1c4e68f388b9c998e06b047486f/,2026-02-01
岐阜県岐阜市,岐阜県羽島郡笠松町門間,450万円,岐阜県羽島郡笠松町門間,名鉄竹鼻・羽島線/柳津駅 徒歩17分,534.0m2,,,,https://myhome.nifty.com/tochi/gifu/hashimagunkasamatsucho_ct/detail_b7f9208e8c1a31a29beed43ec6463b3e/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市東鶉３丁目,"3,180万円",岐阜県岐阜市東鶉３丁目,東海道本線/岐阜駅 徒歩3分 バス16分,168.75m2,110.98m2,4LDK,新築,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_b80b7a20c39536bd990af55563679544/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市粟野東,600万円,岐阜県岐阜市粟野東,,195.03m2,92.19m2,4K,36年8ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_b814c125d1b63919a59f1e6c700f12d3/,2026-02-01
岐阜県岐阜市,岐阜県瑞穂市古橋,840万円,岐阜県瑞穂市古橋,樽見鉄道/横屋駅 徒歩14分,153.74m2,130.83m2,3LDK,35年9ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/mizuhoshi_ct/detail_b824e95224a0394997bbc8b1d4bd022c/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市日野南,300万円,岐阜県岐阜市日野南,ＪＲ東海道本線/岐阜駅 徒歩8分 バス21分,70.58m2,81.68m2,4LDK,32年4ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_b826292939653c839027f70e25916508/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市西改田松の木,216万円,岐阜県岐阜市西改田松の木,,71.37m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_b82623f48dd6328f97ce18b9cd42754d/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市早田大通１丁目,687万円,岐阜県岐阜市早田大通１丁目,,89.28m2,116.6m2,6DK,69年5ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_b82750c0f5b93d469dac5339d4490091/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市加野１丁目28-3,298万円,岐阜県岐阜市加野１丁目28-3,,193.54m2,105.55m2,6LDK,57年11ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_b8337e724497392484ac01e4d3f255d2/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市柳津町梅松４丁目,"3,280万円",岐阜県岐阜市柳津町梅松４丁目,名鉄竹鼻・羽島線/柳津駅 徒歩9分,267.65m2,109.3m2,3LDK,2年7ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_b836b1a790193bf1aaecae28c3d107ac/,2026-02-01
岐阜県岐阜市,岐阜県各務原市那加織田町１丁目,"1,980万円",岐阜県各務原市那加織田町１丁目,名鉄各務原線/各務原市役所前駅 徒歩5分,237.58m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_b843adbc2df9389cb16f5e2880372132/,2026-02-01
岐阜県岐阜市,岐阜県羽島市福寿町本郷１丁目,"1,380万円",岐阜県羽島市福寿町本郷１丁目,ＪＲ東海道新幹線/岐阜羽島駅 徒歩10分,278.0m2,,,,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_b84a41d0a74c387b85f64eb01baa32d4/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市青柳町４丁目,600万円,岐阜県岐阜市青柳町４丁目,東海道本線/岐阜駅 徒歩30分,117.35m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_b856587bed9a33b49c984842b5fe0c61/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市石原３丁目,460万円,岐阜県岐阜市石原３丁目,,253.42m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_b86af9ebd807370fa758ea8a8b7e687f/,2026-02-01
岐阜県岐阜市,岐阜県各務原市松が丘３丁目,550万円,岐阜県各務原市松が丘３丁目,名鉄各務原線/苧ケ瀬駅 徒歩22分,223.99m2,110.58m2,5SLDK,51年,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/detail_b8889fcbe7113b67aa0f2da2d165829f/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市手力町,2980万円,岐阜県岐阜市手力町,名鉄各務原線/手力駅 徒歩11分,149.65m2,108.49m2,4LDK,1ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_b88c4ff802a9357f9336d5b2daa87983/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市領下,"4,280万円",岐阜県岐阜市領下,名鉄名古屋本線/茶所駅 徒歩14分,161.51m2,107.81m2,3LDK,新築,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_b88f021ae38333cd8bf9a83e59d887df/,2026-02-01
岐阜県岐阜市,岐阜県瑞穂市只越,"5,100万円",岐阜県瑞穂市只越,JR東海道本線/穂積駅 徒歩6分,583.17m2,,,,https://myhome.nifty.com/tochi/gifu/mizuhoshi_ct/detail_b8a223bf87223560ac8d478f20825194/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市新栄町,"1,900万円",岐阜県岐阜市新栄町,JR東海道本線/岐阜駅 徒歩8分,112.66m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_b8bf7498a9623efeab439a036b0503ed/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市八代２丁目,"1,290万円",岐阜県岐阜市八代２丁目,東海道本線/岐阜駅 徒歩2分 バス30分,405.24m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_b8cac254c7303e6092297ba79e434e7f/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市東鶉６丁目,"3,180万円",岐阜県岐阜市東鶉６丁目,名鉄竹鼻・羽島線/柳津駅 徒歩4分 バス28分,211.14m2,124.78m2,4LDK,3ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_b8dc2a0c604d338185a2e19ae27c0e97/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市宮北町,1040万円,岐阜県岐阜市宮北町,名鉄名古屋本線/茶所駅 徒歩8分,158.19m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_b8f19f481f733a48b8f4ccb8ef2c061d/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市長良,600万円,岐阜県岐阜市長良,,195.5m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_b8fbb39eec883a588193a5364bc9ec4a/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市清本町,1630万円,岐阜県岐阜市清本町,ＪＲ東海道本線/西岐阜駅 徒歩18分,165.29m2,138.29m2,6LDK+S（納戸）,29年4ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_b8fe747d095f340a9d16b302d7d3b87b/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市加野１丁目,300万円,岐阜県岐阜市加野１丁目,,187.2m2,109.96m2,5LDK,57年1ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_b90a40642ecf3f1c96127feec172b5b4/,2026-02-01
岐阜県岐阜市,岐阜県羽島市福寿町本郷,425万円,岐阜県羽島市福寿町本郷,名鉄竹鼻・羽島線/羽島市役所前駅 徒歩17分,234.0m2,,,,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_b90b74e819c737d79a1ed4bc0710acac/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市青柳町４丁目,450万円,岐阜県岐阜市青柳町４丁目,,63.7m2,90.31m2,4LDK,56年3ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_b926081374c6309abe39b13fdbd6ff30/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市大洞桜台６丁目,"2,390万円",岐阜県岐阜市大洞桜台６丁目,東海道本線/岐阜駅 徒歩7分 バス42分,202.28m2,106.62m2,5LDK,2ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_b92dad1ecd4d3fd99f127a04374dc489/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市下川手,"1,274.4万円",岐阜県岐阜市下川手,名鉄名古屋本線/茶所駅 徒歩6分,175.57m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_b946d4e342f0345f8d0f0b520f9ec7f5/,2026-02-01
岐阜県岐阜市,岐阜県羽島市正木町曲利,"1,277万円",岐阜県羽島市正木町曲利,名鉄竹鼻・羽島線/不破一色駅 徒歩12分,528.0m2,,,,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_b94f7cd49cd13bf590af2fb2c2e5ad85/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市日野南８丁目,"2,899万円",岐阜県岐阜市日野南８丁目,名鉄各務原線/高田橋駅 徒歩47分,295.06m2,175.31m2,4SLDK,34年1ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_b9531612c4a63b9783bc4b23102014fc/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市日野東８丁目,520万円,岐阜県岐阜市日野東８丁目,名鉄各務原線/高田橋駅 徒歩45分,157.82m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_b97d81d029fd3bd99fdbb9d88dda8ad2/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市上川手,"1,380万円",岐阜県岐阜市上川手,名鉄名古屋本線/茶所駅 徒歩6分,181.81m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_b9892dee1cdf337896d27e271980a4ac/,2026-02-01
岐阜県岐阜市,岐阜県羽島市竹鼻町,500万円,岐阜県羽島市竹鼻町,名鉄竹鼻・羽島線/羽島市役所前駅 徒歩12分,150.07m2,,,,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_b9acb97f5378308f977970e13df99c4c/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市長良,"1,500万円",岐阜県岐阜市長良,,221.49m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_b9c52f8066653bf0b8401d665593745a/,2026-02-01
岐阜県岐阜市,岐阜県羽島市竹鼻町,3750万円,岐阜県羽島市竹鼻町,名鉄竹鼻線/羽島市役所前駅 徒歩17分,343.68m2,117.14m2,4LDK,-,https://myhome.nifty.com/shinchiku-ikkodate/gifu/hashimashi_ct/detail_b9c6e1df4b2f30008e3dc1c6158bb553/,2026-02-01
岐阜県岐阜市,岐阜県各務原市蘇原花園町２丁目,"1,390万円",岐阜県各務原市蘇原花園町２丁目,名鉄各務原線/各務原市役所前駅 徒歩16分,206.2m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_b9c800456dd83d5885656bdd0b542ede/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市長森本町１丁目,762万円,岐阜県岐阜市長森本町１丁目,高山本線/長森駅 徒歩32分,167.99m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_b9cf5749ce7e3212866b9de5a03ce6e6/,2026-02-01
岐阜県岐阜市,岐阜県瑞穂市穂積,980万円,岐阜県瑞穂市穂積,東海道本線/穂積駅 徒歩4分 バス12分,172.72m2,149.18m2,5DK,42年1ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/mizuhoshi_ct/detail_b9d9ac210abb3bc4804dac8354590d94/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市祈年町,2350万円,岐阜県岐阜市祈年町,名鉄名古屋本線/加納駅 徒歩6分,149.99m2,119.07m2,4LDK+S（納戸）,14年11ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_b9fb438d800138779b90a8024631d023/,2026-02-01
岐阜県岐阜市,岐阜県各務原市鵜沼台１丁目,720万円,岐阜県各務原市鵜沼台１丁目,JR高山本線/鵜沼駅 徒歩18分,240.23m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_c03a86df94f63334a0c4af8dcd8461e5/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市芥見長山,2300万円,岐阜県岐阜市芥見長山,名鉄各務原線/各務原市役所前駅 徒歩82分,384.31m2,231.03m2,7LDK,40年9ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_c0437cf6809d3439a450131d4fee2c82/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市宇佐2丁目13番,4725〜4990万円,岐阜県岐阜市宇佐2丁目13番,JR東海道本線/西岐阜駅 徒歩16分,180.58m2,106.84m2,３LDK+和室・３LDK+RF・3LDK,-,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_c0862c0e79ca3d81b9274f067525a731/,2026-02-01
岐阜県岐阜市,岐阜県瑞穂市牛牧,"1,150万円",岐阜県瑞穂市牛牧,東海道本線/穂積駅 徒歩3分 バス16分,256.25m2,,,,https://myhome.nifty.com/tochi/gifu/mizuhoshi_ct/detail_c0936d0618f23ccaa8af8340b1b0fd43/,2026-02-01
岐阜県岐阜市,岐阜県各務原市鵜沼宝積寺町１丁目,"1,200万円",岐阜県各務原市鵜沼宝積寺町１丁目,JR高山本線/鵜沼駅 徒歩19分,257.22m2,153.81m2,7LDK,37年11ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/detail_c094c7bfc61a3e59ad81685a1fc25f31/,2026-02-01
岐阜県岐阜市,岐阜県羽島郡岐南町伏屋,2680万円,岐阜県羽島郡岐南町伏屋,名鉄各務原線/手力駅 徒歩28分,207.87m2,137.45m2,5LDK+S（納戸）,6年3ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/hashimagunginancho_ct/detail_c0aeff1d787137b2a189373043563e7c/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市三田洞,270万円,岐阜県岐阜市三田洞,,110.98m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_c0bc26486a3b333e97e25d4e7c5298f7/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市岩崎,550万円,岐阜県岐阜市岩崎,名鉄名古屋本線/名鉄岐阜駅 徒歩90分,252.62m2,107.87m2,3LDK+S（納戸）,61年4ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_c0c428d67d7f3739a995b6096c23b2a1/,2026-02-01
岐阜県岐阜市,岐阜県瑞穂市十九条,"1,140万円",岐阜県瑞穂市十九条,樽見鉄道/十九条駅 徒歩99分 バス9分,576.66m2,,,,https://myhome.nifty.com/tochi/gifu/mizuhoshi_ct/detail_c0d4b2f0ff553e688bec1dde9a6ccad7/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市敷島町,3280万円,岐阜県岐阜市敷島町,ＪＲ東海道本線/西岐阜駅 徒歩13分,184.52m2,111.79m2,4LDK,3ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_c0e3534582023086a04659a6687818b1/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市竜田町,3980万円,岐阜県岐阜市竜田町,名鉄名古屋本線/加納駅 徒歩8分,122.29m2,115.93m2,5LDK,-,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_c0e45e3e9cf537b08d4fd164c9b48f13/,2026-02-01
岐阜県岐阜市,岐阜県各務原市那加柄山町,2980万円,岐阜県各務原市那加柄山町,名鉄各務原線/新加納駅 徒歩35分,240.02m2,185.18m2,6LDK,20年,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/detail_c0f6d21cc25f329c95b95cc29f4af9e9/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市中鶉,4680万円,岐阜県岐阜市中鶉,名鉄竹鼻線/柳津駅 徒歩32分,165.33m2,142.34m2,5LDK,9年3ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_c10b0b70001a302681ca963cc71f973a/,2026-02-01
岐阜県岐阜市,岐阜県各務原市鵜沼三ツ池町,950万円,岐阜県各務原市鵜沼三ツ池町,名鉄各務原線/二十軒駅 徒歩7分,164.52m2,98.13m2,5DK,39年6ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/detail_c11ce0b8811a3e4c81d2ae9a651f46b2/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市西川手２丁目,"1,150万円",岐阜県岐阜市西川手２丁目,名鉄名古屋本線/岐南駅 徒歩15分,183.75m2,119.87m2,4LDK,39年4ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_c12223f867aa3e3692c4f6ea61f9151b/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市大菅南,1290万円〜1640万円,岐阜県岐阜市大菅南,ＪＲ東海道本線/西岐阜駅 徒歩17分,175.72m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_c139f1bbb1e8333ea873ae4a1c78ece7/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市桜木町１丁目,"1,888万円",岐阜県岐阜市桜木町１丁目,東海道本線/岐阜駅 徒歩29分,271.5m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_c1559d5ec06f304ab9ce518e06a11bbe/,2026-02-01
岐阜県岐阜市,岐阜県羽島郡笠松町北及,"1,830万円",岐阜県羽島郡笠松町北及,名鉄竹鼻・羽島線/柳津駅 徒歩18分,605.0m2,,,,https://myhome.nifty.com/tochi/gifu/hashimagunkasamatsucho_ct/detail_c155e3b0805236ad94f71dd0da8b8f5a/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市芥見長山１丁目,"1,820万円",岐阜県岐阜市芥見長山１丁目,,411.99m2,122.55m2,6DK,43年6ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_c168aa2be9f830d9aea671fe40eb11c1/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市城田寺,280万円,岐阜県岐阜市城田寺,東海道本線/岐阜駅,4324.0m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_c179ace5936b36069615ce0ed24028a2/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市粟野西７丁目,898万円,岐阜県岐阜市粟野西７丁目,,322.51m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_c1d30fb309a63189b23aec0fa25a98d0/,2026-02-01
岐阜県岐阜市,岐阜県羽島市上中町長間,50万円,岐阜県羽島市上中町長間,名鉄竹鼻・羽島線/江吉良駅 徒歩20分,66.0m2,,,,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_c1d937abc4ce3e5abee27f7b9a890430/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市西鶉5丁目,"3,150万円",岐阜県岐阜市西鶉5丁目,JR東海道本線/岐阜駅 徒歩5分 バス24分,182.06m2,113.06m2,4LDK,11年6ヶ月,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_c1e27974e098314b9593bdefa8bdcf51/,2026-02-01
岐阜県岐阜市,岐阜県各務原市那加前洞新町１丁目,"1,230万円",岐阜県各務原市那加前洞新町１丁目,高山本線/那加駅 徒歩10分,162.02m2,,,,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_c1ef436d6f5d37d2bf470bae99398601/,2026-02-01
岐阜県岐阜市,岐阜県岐阜市西改田松の木,300万円,岐阜県岐阜市西改田松の木,,140.79m2,,,,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_c1f33f00caa2315aab4a19eafcb88979/,2026-02-01
